Word,Sentiment
actinomicótico,-1
actinópode,1
ação,1
pintura de ação,1
acionável,1
ativado,-1
ativo,1
agente ativo,1
imunidade ativa,1
ativamente,1
atividade,1
real,1
pecado real,1
atualizar,1
aculeado,1
perspicácia,1
acuminar,1
agudo,1
Gastrite aguda,-1
glossite aguda,-1
encefalite hemorrágica aguda,1
leucemia linfocítica aguda,-1
leucemia mielóide aguda,-1
síndrome cerebral orgânica aguda,1
pielonefrite aguda,-1
Insuficiência renal aguda,-1
Triângulo agudo,1
agudamente,1
agudeza,1
acíclico,1
Ad hoc,1
ad hominem,1
ao infinito,-1
ada scid,-1
adáctilo,-1
adactilia,-1
adágio,1
diamante,-1
inflexivelmente,-1
adaptar,1
adaptabilidade,1
adaptável,1
adaptável,1
adaxialmente,1
adicionar à,1
samambaia de língua de víbora,1
adicionável,1
viciado,-1
viciado,-1
viciante,-1
vício,1
viciados,-1
aditivo,-1
mexer,-1
confuso,-1
endereçável,1
endereçado,1
adenite,-1
adenopatia,1
adequado,1
adequadamente,1
adequação,-1
aderir,1
adesivo,-1
adiabático,-1
processo adiabático,-1
aditi,-1
adjetivamente,1
sala adjacente,-1
adjunto,-1
adjuração,1
ajustar,1
ajustável,1
ajustado,-1
ajustador,1
administrável,1
administrativo,1
administrador,-1
admirável,1
admiravelmente,1
admiração,1
admirar,1
admirado,1
admirador,1
admirando,1
com admiração,1
admissível,-1
admissão,1
admirável,1
Admitem,1
admissível,-1
admoestar,-1
admoestador,-1
admoestador,-1
advertência,-1
admoestação,-1
adobe,1
Adônis,1
adotável,1
adotivo,1
adorável,1
adorável,1
adorar,1
adorado,1
adorador,1
adorador,1
adoravelmente,1
adorno,1
colírio agonista adrenérgico,1
droga adrenérgica,1
adrenocorticotrópico,1
hábil,1
habilmente,1
adsorver,1
adular,1
adulação,-1
adulatório,1
adulto,-1
educação de adultos,-1
inteligência adulta,-1
adulterar,-1
adulterado,-1
adulteração,-1
adúltero,-1
adulterino,-1
adulteradamente,1
avançar,1
avançado,-1
vantagem,1
vantajoso,1
vantajosamente,1
vantagens,1
acidental,-1
adventício,-1
aventureiro,1
aventureiro,1
aventureiro,1
contraditório,-1
adversário,-1
desfavoraveis,-1
Opinião adversa,-1
adversamente,1
adversidade,-1
publicidade,1
divisão de publicidade,1
conveniência,1
aconselhável,1
advogado,1
defendia,1
defensores,1
adinamia,-1
aegyptopithecus,1
aeróbio,1
aeróbico,1
Esopo,-1
longe,1
temeroso,-1
afabilidade,1
afável,1
afavelmente,1
afetação,1
afetado,1
afetadamente,-1
afetação,-1
afeição,1
afetuoso,1
afinidade,-1
afirmar,1
afirmação,1
afirmativo,1
afirmativamente,1
afirmação,1
afirmativo,1
afixado,1
inspiração,1
afligir,-1
aflição,-1
aflitivo,-1
afluência,1
afluente,1
proporcionar,1
preços acessíveis,1
acessível,1
afronta,-1
afibrinogenemia,-1
preços acessíveis,1
com medo,-1
peruca afro,-1
depois de uma moda,-1
afinal,-1
depois de horas,-1
resplendor,1
reflexão tardia,-1
agalactose,-1
agamaglobulinemia,-1
ágape,1
amor ágape,1
era,1
norma de idade,1
idade de consentimento,-1
eternidade,1
agenesia,-1
agente,1
agerasia,1
teste de aglutinação,-1
agravar,-1
agravado,-1
golpe agravado,-1
agravante,-1
agravamento,-1
agregar,-1
agressão,-1
agressivo,1
agressividade,-1
agressor,-1
afligir,-1
magoado,-1
agravamento,-1
agressivo,-1
horrorizado,-1
ágil,1
agilmente,1
agilidade,1
preconceito de idade,1
agitado,-1
agitação,-1
aglaia,1
agnosia,-1
agnóstico,1
agog,1
agonadal,-1
agonal,-1
agonias,-1
agonizar,-1
agoniado,-1
agonizante,-1
agonizantemente,-1
agonia,-1
agorafóbico,-1
agranulocítico,-1
agrapha,-1
aceita,1
agradável,1
amabilidade,1
agradavelmente,1
acordo,1
agromania,-1
encalhado,-1
febre,1
afligir,-1
à frente,1
ahimsa,1
a-histórico,-1
arimã,-1
ahura,1
todos,-1
doente,-1
doença,-1
sem rumo,-1
sem rumo,1
Ar seco,-1
ar seco,-1
cheio de ar,-1
ar para fora,-1
ar slake,-1
airedale terrier,-1
hermético,-1
aeronavegável,1
arejado,-1
entreaberto,-1
acarionte,-1
Al dente,1
alacrito,1
alalia,-1
alarme,-1
alarmado,-1
alarmante,-1
assustadoramente,1
alarmismo,-1
alarmista,-1
albinismo,-1
albinótico,-1
albion,1
alquimista,1
solúvel em álcool,-1
alcoolizar,-1
praga de amieiro,-1
reação aldólica,-1
aleatório,1
aleph zero,-1
alertando,-1
alerta,1
aléxico,-1
algas,-1
álgebra,-1
algebricamente,1
algidez,1
algolagnic,-1
algometria,-1
algofilia,-1
algofobia,-1
algofóbico,-1
erro de algoritmo,-1
álibi,-1
alienar,-1
alienado,-1
alienante,-1
alienação,-1
alienação de afeto,-1
alienador,-1
alienismo,-1
alienista,-1
alinhar,-1
parecido,1
parte aliquanta,-1
vivo,1
aliá,1
amarelo de alizarina,-1
alcalemia,-1
alcalescente,-1
envenenamento alcalino,-1
amoroso alcalino,-1
alcalose,-1
alcalótico,1
alcaptonúria,1
tudo,1
tudo em volta,1
tudo devorando,-1
tudo ou nada,-1
todo o caminho,-1
tempo todo,1
todos vitoriosos,-1
todas as condições meteorológicas,-1
alantoico,1
alargando,1
alegação,-1
alegações,-1
alegar,-1
alegação,1
fiel,1
alegoricamente,1
allegretto,1
allegro,1
allegro con spirito,1
alérgico,-1
rinite alérgica,-1
alergias,-1
alergia,-1
apaziguador,-1
gato do bairro,-1
aliáceo,-1
jacaré,-1
aliterativamente,1
alomerismo,-1
parcela,1
alotropical,1
liga,-1
sedução,1
sedutor,1
sedutoramente,1
alusivo,1
alusão,1
olhos amendoados,1
aroma de amêndoa,-1
esmolas,-1
esmola,-1
no alto,1
distante,1
alopecia areata,-1
alpes,1
alfa,1
alfa globulina,-1
alfa privativo,-1
Sopa de alfabeto,-1
alpinismo,-1
alpinista,-1
já,1
tudo bem,1
coroinha,1
alterabilidade,1
alterável,1
altercação,-1
alterado,-1
alternativo,-1
energia alternativa,-1
altíssimo,1
altitudinal,1
altruísta,1
altruisticamente,1
bronze de alumínio,1
óxido de aluminio,-1
reabsorção alveolar,-1
alveolite,-1
Alzheimer,-1
principalmente,-1
amálgama,-1
amástia,-1
amador,-1
de forma amadora,1
amadorismo,-1
amaurose,-1
amaurótico,-1
surpreender,1
espantado,1
espanto,1
espanta,1
incrível,1
Surpreendentemente,1
ambages,-1
embaixador,-1
ambidestro,1
ambiente,1
ambiguidade,1
ambíguo,-1
ambição,1
ambicioso,1
ambiciosamente,1
ambição,1
ambivalência,-1
ambivalência,-1
ambivalente,-1
ambiversão,-1
ambiversivo,-1
ambrosiano,1
deambular,-1
emboscada,-1
AMD,1
amelia,-1
melhorar,1
receptivo,-1
alterados,1
alteração,-1
amenidade,1
amenorreia,-1
amentífero,1
amável,-1
cavalo de sela americano,1
versão padrão americana,1
ametabólico,-1
ametabólico,-1
ametista,-1
ametria,-1
ametropia,-1
ametrópico,-1
amabilidade,1
amavelmente,1
amável,1
amabilidade,1
amigável,1
amabilidade,-1
amigavelmente,1
amicus curiae breve,-1
amigo,1
grupo amino,1
aminoacidúria,1
errado,-1
amizade,-1
amônia,-1
amonizar,-1
amonizado,-1
amonizar,-1
amoniúria,-1
amnésico,-1
amniótico,1
amobarbital,-1
disenteria amebiana,-1
amebíase,-1
ameboide,-1
ameba,-1
amoralismo,1
amoralista,1
amorista,1
amorístico,1
amoroso,1
amorosamente,1
amortizar,1
amplificador,1
anfípode,1
anfotérico,1
amplo,1
amplitude,-1
folha amplexicaul,1
amplitude,-1
nível de amplitude,-1
amplamente,1
ampola,-1
amputar,-1
amputação,-1
enlouquecer,1
divertir,1
diversão,-1
divertido,1
divertidamente,1
amigdalina,1
amigdaloide,1
amilo,1
nitrato de amila,-1
amiloidose,-1
amiotrofia,1
amyxia,-1
anabólico,1
anacronicamente,1
anáclise,1
anaclítico,1
depressão anaclítica,-1
anaeróbio,-1
anaeróbico,-1
anaerobiótico,-1
anáglifo,-1
anagógico,-1
personalidade retentiva anal,1
analbuminemia,-1
analgesia,-1
analógico,-1
análogo,-1
analogamente,1
analfabético,-1
analítico,1
revisão analítica,1
analisado,1
anapeste,-1
anapéstico,-1
anafrodisia,-1
anafrodisíaco,1
réptil anapsídeo,-1
anarquicamente,1
anarquismo,-1
anarquista,-1
anarquista,-1
anarquia,-1
anasarca,-1
anasarco,-1
lente anastigmática,1
anastilose,-1
anátema,-1
anatomicamente,1
anatomizar,1
anatomia,1
antigo,-1
ancohuma,1
andante,1
androsterona,1
anedótico,-1
anedótico,1
anecóico,-1
anemia,1
anêmico,-1
anoxia anêmica,-1
hipóxia anêmica,-1
anencéfalo,-1
anergia,1
aneróide,-1
barômetro aneróide,-1
anestesia,-1
anestésico,-1
anestesista,-1
anestro,-1
aneuploide,-1
aneuploidia,-1
aneurisma,-1
anfractuoso,-1
anjo,1
anjo cai,1
angélico,1
angelicalmente,1
raiva,-1
angeíte,-1
angina,-1
angina pectoris,-1
anginoso,-1
angiopatia,-1
angioplastia,-1
asa angular,1
anglo,1
anglófilo,1
anglófobo,1
com raiva,-1
raiva,-1
Bravo,-1
angústia,-1
anguino,1
angústia,-1
velocidade angular,1
angularidade,1
angular,1
angulação,1
anedonia,-1
anictérico,1
anil,-1
animar,-1
censurar,-1
criador de animais,-1
grupo de animais,-1
perna de animal,-1
ordem animal,-1
animalismo,-1
animado,1
Animadamente,1
antipatia,-1
composto aniônico,1
biscoito de anis,-1
aroma de anis,-1
aniseiconia,1
anis de bordeaux,1
anisogameta,-1
anisometropia,1
anisotrópico,1
anisotrópico,-1
anisotropicamente,1
anquilossauro,1
anquilose,-1
annapurna,1
aniquilar,-1
aniquilação,-1
incomodar,-1
aborrecimento,-1
aborrecimentos,-1
incomodado,-1
chato,-1
irritantemente,-1
incomoda,-1
anódino,1
anomalista,1
anômalo,-1
anormalmente,1
anomalia,-1
anomia,1
logo,-1
anônimo,-1
anonimamente,-1
anofelino,-1
anopia,-1
anorquismo,-1
isso já está em português,-1
anoréxico,-1
anorexígeno,-1
anorgasmia,-1
anosmia,-1
anósmico,-1
anovulação,-1
anoxemia,-1
anoxêmico,-1
anoxia,-1
anóxico,-1
anóxia anóxica,-1
responda,1
responsável,1
tordo formiga,1
antiácido,-1
antagonismo,-1
antagonista,1
antagônico,1
antagonicamente,1
antagonizar,-1
Antártica,-1
patriarca antediluviano,-1
anterioridade,-1
anterógrado,-1
anteridial,1
antraz,-1
antropofagia,-1
antroposofia,1
anti,-1
anti,-1
anti-americano,-1
medicamento anti-inflamatório,-1
anti-israelense,-1
anti ocupação,-1
anti proliferação,-1
anti-semitas,-1
anti-social,-1
defesa anti-aquisição,-1
anti nós,-1
anti-branco,-1
antiautoritário,-1
antibacteriano,1
medicamento antibiótico,1
anticlimático,1
medicamento antidepressivo,-1
medicamento antidiabético,-1
antidotal,-1
droga antiemética,-1
droga antiepiléptica,1
antifeminista,-1
antimagnético,-1
medicamento antimalárico,1
antimicrobiano,1
antimicina,-1
antibiótico antineoplásico,1
antinomianismo,1
antinomia,1
antiparalelo,-1
antipático,-1
antipatia,-1
antipessoal,-1
antiflogístico,-1
antífrase,-1
antípoda,1
medicamento antiprotozoário,-1
antipruriginoso,1
antipirético,-1
antipirético,1
antiquado,-1
antiquado,-1
Antiguidade,-1
anti semita,-1
anti-semitismo,-1
antisséptico,1
anti-séptico,1
anti-soro,1
anti-social,1
anti-tanque,-1
antítese,1
antitético,1
antiteticamente,1
antitireoidiano,-1
antitóxico,-1
antitoxina,1
antitumoral,-1
antivenin,-1
antiviral,1
chifre como,-1
anúria,-1
anúrico,-1
ansiedades,-1
ansiedade,-1
ataque de ansiedade,-1
histeria de ansiedade,1
neurose de ansiedade,1
ansiolítico,1
ansioso,-1
ansiosamente,-1
ansiedade,-1
aoristo,-1
plexo aórtico,-1
estenose aortica,-1
aortite,-1
apadana,1
apático,-1
apaticamente,1
apatia,-1
computador,-1
macaco,-1
aperiente,-1
flor apétala,1
pontuação de apgar,-1
afacia,-1
afácico,-1
afasia,-1
afásico,-1
afótico,-1
afrodisia,1
afrodisíaco,1
apiculado,1
simiesco,-1
aplanático,1
anemia aplástica,-1
apocalipse,-1
apocalíptico,-1
apocromático,1
apócrifo,1
apodítico,1
apodous,-1
desculpando-se,1
apologista,-1
apologistas,-1
desculpar-se,-1
desculpa,-1
apomorfina,-1
apófase,1
apofatismo,1
apoplectóide,-1
apóstata,-1
apóstrofo,-1
apotegmático,1
apoteose,1
apotropaico,-1
horror,-1
apalaches,1
espanto,-1
chocado,-1
terrível,1
terrivelmente,-1
apanágio,1
aparência,1
aparição,-1
apelo,1
apelativo,1
atraente,1
atraentemente,1
apendicite,-1
apendicularia,1
perceber,1
apetitoso,1
apetite,-1
apetitoso,-1
apetitoso,1
apetitoso,-1
aplaudir,1
cancro da maçã,1
perfumado de maçã,-1
em forma de maçã,1
tamanho de maçã,1
tarte de maçã,-1
carrinho de maçã,-1
aplicável,1
aplicativo,1
nomeado,1
avaliação,1
apreciável,1
apreciar,1
estimado,1
aprecia,1
apreciação,-1
apreciativo,-1
apreciativamente,1
apreciador,1
apreensão,-1
apreensões,-1
apreensivo,-1
apreensivamente,-1
abordagem,1
acessível,1
aprovar,1
aprovação,1
apropriado,1
adequação,1
aprovação,1
aprovar,1
com aprovação,1
aproximação,1
apraxia,-1
apráxico,-1
a propósito,1
apteral,-1
áptero,-1
aptidão,1
aptidão,1
arabesco,1
árabe,1
arabilidade,1
aracnóide,-1
aracnofobia,1
arame,-1
aranyaka,1
arbitrário,-1
planta arborescente,1
videogames,-1
arcano,1
arcela,-1
arco,-1
arcaico,-1
arcaísmo,-1
arcaico,-1
arcanjo,1
arcangélico,1
arcebispo,1
arcebispado,1
arquidiocese,1
arquiduque,-1
arqueano,1
arqueozóico,-1
archiannelid,-1
arcebispo,1
archilochus colubris,1
arquimandrita,1
mariposa arctida,1
ardente,1
ardentemente,1
ardor,1
ardor,1
árduo,-1
arduamente,1
arreflexia,-1
argentífero,1
febre hemorrágica argentina,-1
arginina,-1
argonauta,-1
discutível,1
argumentativo,1
Ariadne,1
arianismo,1
aristocraticamente,1
lógica aristotélica,1
aritmeticamente,1
arjuna,1
tamanho do braço,-1
armageddon,-1
armado,-1
Dia das Forças Armadas,1
arminiano,1
igreja arminiana,1
arminianismo,1
semelhante a um braço,-1
dinossauro blindado,1
armaduras,-1
blindado,-1
veículo blindado,-1
por aí,1
excitação,1
excitado,1
acusação,-1
variedade,1
arrítmico,-1
arrogância,-1
arrogante,-1
arrogantemente,1
usurpador,-1
arroz com pollo,1
Departamento de Arte,1
papel de arte,1
via arterial,1
arteriectasia,-1
arteriosclerótico,-1
arterite,-1
artéria,1
astuto,1
artisticamente,1
astúcia,1
artralgia,-1
artrite,-1
artropatia,1
articular,-1
articulado,-1
artificial,-1
Flor artificial,-1
respiração artificial,-1
artificialmente,-1
artístico,1
produção artística,1
artisticamente,1
ingênuo,1
ingenuidade,1
Artes e Ofícios,1
artístico,-1
astuto artístico,1
como isso é,-1
como sempre,1
assafétida,-1
asbestose,-1
ascensional,-1
ascendente,-1
asceticamente,1
ascetismo,1
girino ascídia,1
ascoma,1
reprodução assexuada,-1
assexuadamente,1
envergonhado,-1
envergonhado,-1
gripe asiática,-1
"a parte, de lado",-1
asinino,-1
asininamente,-1
asininidade,-1
asininidade,1
pedir problemas,-1
de soslaio,-1
anti-social,-1
aspartame,1
Síndrome de Asperger,-1
aspergilose,-1
aspergillus fumigatus,-1
difamar,-1
aspersão,-1
calúnias,-1
asférico,1
asfixia,-1
asfixiado,-1
asfixiante,-1
aspiração,1
pneumonia por aspiração,-1
aspirações,1
aspirar,1
atacar,-1
capacidade de ataque,-1
assassino,-1
assassinar,1
assalto,-1
ensaio,1
ensaiador,1
assentimento,1
afirmável,1
afirmado,1
assertivamente,1
avaliar,1
avaliável,1
ativos,1
assibir,1
assimilação,1
assimilativo,-1
assimilatório,-1
ajudar,1
professor assistente,-1
auxiliar,1
associável,1
associabilidade,1
associado,-1
auxiliar de enfermagem,-1
professor associado,1
associativo,-1
assalto,-1
presumir,-1
pretensioso,1
garantia,1
garantias,1
assegurar,1
confiante,1
seguramente,-1
assegurando,1
astasia,-1
astático,-1
asterizado,1
asternal,-1
astênico,1
astenosfera,-1
astenia,-1
asmático,-1
astigmia,-1
astomizado,-1
surpreender,1
atônito,1
surpreendente,1
surpreendentemente,1
espanto,-1
surpreender,-1
espantado,1
surpreendente,1
surpreendentemente,1
astrofobia,1
extraviado,-1
adstringência,-1
adstringente,-1
astrofísico,-1
astutamente,1
astilar,-1
em pedaços,-1
asura,-1
asvins,1
assimétrico,-1
assíncrono,-1
operação assíncrona,-1
assindético,-1
assíndeto,1
assinérgico,-1
assinergia,-1
culpado,-1
à primeira vista,-1
em desacordo,-1
pelo menos,-1
no máximo,-1
no Pronto,1
ataraxia,1
atáxico,-1
abasia atáxica,-1
ateísmo,1
ateu,-1
Atlético,1
jogo atlético,1
athyrium distentifolium,1
caixa eletrônico,1
fenômeno atmosférico,-1
atonalidade,-1
atônico,-1
atonia,-1
Eczema atópico,1
atopognose,-1
defeito do septo atrial,-1
atroz,-1
atrocidades,-1
atrocidade,-1
atrófico,1
atrofia,-1
anexar,1
acoplável,1
ataque,-1
atacante,1
ataques,-1
atingibilidade,1
tentada,-1
atenção,-1
atento,1
atentamente,1
atenção,1
atenuar,-1
atestar,1
atestar,1
atitude,-1
atrai,1
atraente,1
atração,1
atraente,1
incômodo atraente,-1
atrativamente,1
atratividade,1
atribuível,1
atribuição,1
caso genitivo atributivo,-1
atributivamente,1
desgastado,-1
atrito,-1
sintonizar,1
gratinado,-1
ruivo,-1
audacioso,-1
audaciosamente,1
audácia,-1
audácia,-1
audenesco,1
audível,1
audibilidade,1
audivelmente,1
audivelmente,-1
auditor,-1
agnosia auditiva,-1
áspero,-1
estábulos de augen,-1
ápices,-1
aura,-1
auditivo,1
auspiciar,1
augúrio,1
auspicioso,1
austero,-1
pega australiana,-1
autárquico,1
autêntico,1
linguagem de autoria,-1
autoritário,-1
autoritário,1
autoridade,1
autorizado,-1
autismo,-1
autista,-1
limitação automática,1
autoestrada,1
autocóide,1
autocrata,-1
autocrático,-1
autocraticamente,1
autoerótico,1
autofluorescência,-1
autógamo,1
automaticamente,1
automatismo,-1
automisofobia,-1
Autônomo,1
transtorno autossômico dominante,-1
doença autossômica recessiva,-1
organismo autotrófico,1
aproveitar,1
acessível,1
avalanche,-1
avareza,-1
avaro,-1
avarentamente,-1
vingar,-1
afirmar,1
a média,-1
afirmação,1
avesso,-1
aversão,-1
terapia de aversão,1
aversivo,-1
ávido,1
avidamente,1
avirulento,-1
avuncular,1
acordado,1
despertar,1
prêmio,1
premiado,1
premiado,1
prêmios,1
um jeito,-1
temor,-1
admirados,1
terrível,-1
incrível,1
incrivelmente,1
Maravilha,1
espantado,1
horrível,-1
muito,-1
horror,-1
espanto,1
desajeitado,1
estranhamente,1
constrangimento,-1
em forma de sovela,1
impressionante,1
toldo,-1
sem toldo,-1
errado,1
incrível,1
machado,-1
cabo de machado,-1
axênico,-1
axialmente,1
axioma,-1
ayrshire,1
azonal,-1
azônico,-1
azoto,-1
ázigos,-1
azimia,-1
b linfócito,1
b meson,-1
babaçu,-1
balbuciar,-1
babel,-1
como um bebê,-1
sinal de babinski,1
babuíno,1
babu,1
cara de bebê,1
infantil,-1
bacitracina,1
de volta,-1
banho-maria,-1
logado de volta,-1
volta do além,1
cópia de segurança,1
madeira de volta,-1
sertão,-1
dor lombar,-1
dores nas costas,-1
dor nas costas,-1
contratempo,-1
calúnia,-1
calúnia,-1
espinha dorsal,1
data anterior,1
backfield,-1
conhecimento prévio,1
fundo,-1
drive backhand,-1
desleixado,1
sem encosto,-1
luz de fundo,-1
atraso,-1
recuar,-1
banco de trás,-1
motorista do banco de trás,1
tapa nas costas,-1
tapa-costas,-1
espada,1
cópia de segurança,-1
para trás,1
atraso,-1
sertão,-1
sertão,-1
casca de bacon,1
tira de bacon,1
espécies de bactérias,1
bacteriemia,-1
bacteriólise,-1
bacteriolítico,-1
bacteriostase,1
bacteriostático,-1
bactéria,1
mau,-1
sangue ruim,-1
ovo ruim,-1
fada má,-1
cara mau,-1
má pessoa,-1
distintivo,1
badinagem,-1
seriamente,-1
maldade,-1
defletor,-1
perplexo,-1
perplexidade,-1
desconcertante,-1
sacola,1
bagaçose,-1
bagatela,-1
Bagagem,-1
fiança,1
resgate,1
fiança,1
isca,-1
eczema de padeiro,-1
fermento em pó,-1
equilibrado,1
dieta balanceada,1
balanceador,-1
balanite,-1
balarama,1
careca,1
careca,-1
calvície,-1
descaradamente,1
careca,1
maldosamente,1
recusar,-1
obstinado,-1
lastro,1
balé,1
baléomania,1
balão,-1
balonista,-1
fanfarrão,-1
Bálsamo de Gileade,1
bálsamo,-1
aroma de bálsamo,-1
pulgão de bálsamo,-1
banimento,-1
banal,-1
banalizar,-1
casca de banana,-1
banausico,1
banda,1
Unido,-1
efeito Bandwagon,1
torto sobre,-1
maldição,-1
funesto,-1
banir,-1
banimento,-1
relação de depositante bancário,1
falência do banco,-1
ladrão de banco,-1
financiável,1
banca,-1
falido,-1
bandeira,1
peso galo,-1
síndrome de banti,-1
banzai,-1
bárbaro,-1
bárbaro,-1
barbaramente,-1
barbaridade,-1
barbarizar,1
bárbaro,-1
barbaramente,1
molho de churrasco,-1
churrasco,1
bardo,1
bardolatria,-1
nu,-1
sem sela,-1
barco nu,-1
barco nu,1
descarado,-1
de mãos vazias,1
de cabeça descoberta,1
barganha,1
barítono,-1
protóxido de bário,-1
latido,-1
barulhento,-1
queimador de celeiro,1
barão,1
baronesa,1
baronete,1
baronato,1
barrador,-1
quartel,1
barrado,-1
em forma de barril,1
barril,1
estéril,-1
esterilidade,-1
permutador,-1
base,-1
ímpio,-1
sem fundamento,-1
festança,-1
golpeado,-1
tímido,-1
timidez,-1
atacando,-1
básico,1
básico,1
fungos basidiomicetos,-1
basidiósporo,1
basidiósporo,-1
base,1
aquecer,-1
cesteiro,1
basófilo,1
basco,-1
berço,1
Desgraçado,-1
bastardização,1
bastardos,-1
reprimido,-1
batfowl,1
banhos,-1
gim de banheira,1
batracomiomaquia,-1
sarrafo,1
massa frita,-1
maltratado,-1
espancamento,-1
bateria,-1
treinador de rebatidas,1
Machado de batalha,1
batalha de kerbala,-1
Batalha de inteligência,-1
cicatriz de batalha,-1
com ameias,1
maluco,-1
bauxítico,-1
abelha,1
obscenamente,1
berrar,-1
berrador,-1
baía,-1
bayat,1
ser,1
fique bem,1
vagabundo,-1
miçangas,-1
olhos redondos,-1
bico,-1
taça,-1
sem bico,-1
em forma de bico,-1
radiante,-1
radiante,1
feijão,-1
em forma de feijão,1
urso,1
derrubar,-1
abraço de urso,1
mercado de urso,-1
pata de urso,-1
suportar,-1
íris sem barba,-1
queda,1
grosseiro,-1
bestialidade,-1
bestial,1
bater,1
derrotar,-1
espancado,-1
espancado,-1
beatífico,-1
beatificação,1
beatificar,1
bela gesta,1
belo,1
embelezamento,1
lindo,1
belas,1
belas,1
embelezar,1
beleza,1
tratamento de beleza,1
Castor,-1
acalmado,-1
distrofia muscular de becker,-1
acenar,1
acenou,1
acenando,1
acena,1
tornando-se,1
decentemente,1
decência,1
embelezado,-1
planta de cama,1
