Word,Sentiment
savakat szerető,-1
sav teszt,1
savérték,1
acidémia,-1
savas,-1
acidophilus tej,-1
acidotikus,1
savas,-1
savanyúság,-1
elismerni,1
elismerhető,1
elismert,1
pattanás,-1
pattanásos,-1
megfázás,-1
akolitus,-1
acorea,-1
makk alakú,1
akusztikus gitár,1
akusztikusan,1
akusztika,1
ismeretség,1
ismerkedtek,1
belenyugvás,1
megszerezhető,1
szerzett hemochromatosis,-1
szerzett immunitás,1
beszerzés,1
akvizíció,1
felmentés,1
fanyar,-1
keserűség,-1
fanyarul,-1
fanyarság,-1
elkeseredett,-1
fanyarul,-1
csípősség,-1
kritikus,-1
akroanesztézia,-1
akrobata,1
akrobatikus mutatvány,-1
akromegáliás,-1
akromegália,-1
mozaikszó,1
tériszony,1
akrofóbiás,-1
akrilamid,-1
akril,-1
törvény,1
hatnak,1
intézhető,1
ható,1
eljátszása,-1
aktinikus dermatitis,-1
actinomyces,-1
aktinomikózis,-1
aktinomycotikus,-1
aktinopoda,1
akció,1
akciófestés,1
perelhető,1
aktív,-1
aktív,1
hatóanyag,1
aktív immunitás,1
aktívan,1
tevékenység,1
tényleges,1
tényleges bűn,1
aktualizálni,1
akutált,1
éleslátás,1
kihegyesedő,1
akut,1
akut gastritis,-1
akut glossitis,-1
akut hemorrhagiás encephalitis,1
akut limfocitás leukémia,-1
akut mieloid leukémia,-1
akut szerves agy szindróma,1
akut pyelonephritis,-1
akut veseelégtelenség,-1
hegyesszögű háromszög,1
élesen,1
ravaszság,1
aciklikus,1
ad hoc,1
ad hominem,1
végtelenségig,-1
ada scid,-1
alkalmazkodó,-1
alkalmazkodóan,-1
adagio,1
hajthatatlan,-1
hajthatatlanul,-1
alkalmazkodni,1
alkalmazkodóképesség,1
alkalmazható,1
alkalmazkodó,1
adaxiálisan,1
add hozzá,1
adder nyelv páfrány,1
hozzáadható,1
függő,-1
függő,-1
addiktív,-1
függőség,1
szenvedélybetegek,-1
adalékanyag,-1
megrohaszt,-1
megzápult,-1
címezhető,1
címzett,1
adenitis,-1
adenopátia,1
megfelelő,1
megfelelően,1
megfelelőségét,-1
tapad,1
ragasztóanyag,-1
adiabatikus,-1
adiabatikus folyamat,-1
aditi,-1
jelzővel,1
szomszéd szoba,-1
adjunktus,-1
ünnepélyes kérés,1
beállítani,1
állítható,1
beállított,-1
alkalmazkodó,1
adminisztrálható,1
közigazgatási,1
adminisztrátor,-1
csodálatra méltó,1
csodálatra méltóan,1
csodálat,1
csodál,1
csodálta,1
tisztelője,1
gyönyörködve,1
gyönyörködve,1
elfogadható,-1
belépés,1
megengedő,1
beismerni,1
beengedhető,-1
figyelmeztet,-1
intő,-1
intően,-1
intés,-1
figyelmeztetés,-1
vályogtégla,1
Adonisz,1
örökbe fogadható,1
örökbefogadó,1
imádni való,1
imádnivalóság,1
rajong,1
imádták,1
imádó,1
imádó,1
hódolóan,1
díszítés,1
adrenerg agonista szemcsepp,1
adrenerg gyógyszer,1
adrenokortikotrop hatású,1
ügyes,1
ügyesen,1
adszorbeálják,1
hízeleg vkinek,1
hízelgés,-1
hízelgő,1
felnőtt,-1
felnőttképzés,-1
felnőtt intelligencia,-1
hamisít,-1
hamisított,-1
hamisítás,-1
házasságtörő,-1
házasságtörő,-1
házasságtörően,1
előleg,1
fejlett,-1
előny,1
előnyös,1
előnyösen,1
előnyeit,1
véletlen,-1
adventív,-1
kalandos,1
kalandozás,1
kalandos,1
ellenséges,-1
ellenség,-1
kedvezőtlen,-1
negatív vélemény,-1
hátrányosan,1
balsors,-1
véletlenszerűség,1
hirdetési részleg,1
tanácsosság,1
tanácsos,1
ügyvéd,1
szorgalmazta,1
szószólói,1
életerő hiánya,-1
aegyptopithecus,1
aerob,1
aerobic,1
ezopus,-1
messze,1
rettegett,-1
kedvesség,1
barátságos,1
kedvesen,1
modorosság,1
érintett,1
érintett,-1
érintettség,-1
szeretet,1
gyengéd,1
affinitás,-1
megerősít,1
megerősítés,1
igenlő,1
igenlően,1
affiffitivitás,1
megerősítő,1
felragasztva,1
isteni sugallat,1
kínoz,-1
szenvedés,-1
sanyargató,-1
bőség,1
gazdag,1
engedheti meg magának,1
megfizethető,1
megfizethető áron,1
sértés,-1
afibrinogenemia,-1
megfizethető,1
fél,-1
afro paróka,-1
divat után,-1
végül,-1
órákkal később,-1
utánvilágítás,1
utógondolat,-1
agalaktózis,-1
agammaglobulinémia,-1
agape,1
agape szerelem,1
kor,1
életkori norma,1
beleegyezési kor,-1
kortalanság,1
agenesis,-1
ügynök,1
agerasia,1
agglutinációs teszt,-1
súlyosbítja,-1
súlyosbítva,-1
súlyos testi sértés,-1
súlyosbító,-1
súlyosbodás,-1
összesített,-1
agresszió,-1
agresszív,1
agresszivitás,-1
agresszor,-1
bosszant,-1
sértett,-1
súlyosbodás,-1
aggro,-1
megdöbbent,-1
agilis,1
fürgén,1
agilitás,1
öregség,1
izgatott,-1
agitáció,-1
aglaia,1
agnózia,-1
agnosztikus,1
izgatott,1
agonádális,-1
agonális,-1
kínok,-1
kínoz,-1
agonizálva,-1
kínzó,-1
gyötrelmesen,-1
gyötrelem,-1
agorafób,-1
agranulocita,-1
agrapha,-1
egyetért,1
kellemes,1
kellemesség,1
kellemesen,1
megegyezés,1
agrománia,-1
zátonyon,-1
malária,1
lázas,-1
előre,1
ahimsa,1
történelmietlen,-1
ahriman,-1
ahura,1
ail,-1
gyengélkedő,-1
betegség,-1
céltalan,-1
céltalanul,1
levegő által szárított,-1
légszáraz,-1
levegővel töltött,-1
levegőt ki,-1
levegő slake,-1
airedale terrier,-1
légmentesen záródó,-1
repülésre alkalmas,1
levegős,-1
félig nyitva,-1
akaryote,-1
al dente,1
nyűgös,1
alalia,-1
riasztás,-1
riadt,-1
riasztó,-1
riasztóan,1
vészmadárkodás,-1
vészmadár,-1
albinizmus,-1
albínótikus,-1
Albion,1
alkimista,1
alkoholban oldható,-1
alkoholizálni,-1
égervész,-1
aldol reakció,-1
esetleges,1
aleph nulla,-1
riasztani,-1
éberen,1
alexikus,-1
algák,-1
algebra,-1
algebrailag,1
algiditás,1
algolagnic,-1
algometria,-1
algofília,-1
algofóbia,-1
algofób,-1
algoritmus hiba,-1
alibi,-1
elidegeníteni,-1
elidegenedett,-1
elidegenítő,-1
elidegenítés,-1
a vonzalom elidegenítése,-1
elidegenítő,-1
külföldi jellege vminek,-1
elmeorvos,-1
igazítsa,-1
hasonló,1
aliquáns rész,-1
élő,1
aliyah,1
alizarin sárga,-1
alkálémia,-1
lúgos jellegű,-1
lúgmérgezés,-1
lúgos szerető,-1
alkalózis,-1
alkalotikus,1
alkaptonuria,1
összes,1
mindenfelé,1
minden felemésztő,-1
Mindent vagy semmit,-1
egészen,-1
mindig,1
mind győztesek,-1
minden időjárás,-1
allantois,1
allergando,1
állítás,-1
vádakat,-1
állítják,-1
állítás,1
hűséges,1
allegorikusan,1
allegretto,1
allegro,1
allegro con spirito,1
allergiás,-1
allergiás nátha,-1
allergiák,-1
allergia,-1
enyhítő,-1
kóbor macska,-1
szövetséges,-1
aligátor,-1
alliteratívan,1
allomerizmus,-1
kiosztás,1
allotróp,1
ötvözött,-1
vonzás,1
csábító,1
csábítóan,1
utaló,1
utalhatóság,1
mandula szemű,1
mandula illatú,-1
alamizsna,-1
alamizsnát,-1
magasban,1
tartózkodó,1
foltos kopaszság,-1
havasi levegő,1
alfa,1
alfa globulin,-1
alfa privatív,-1
betűleves,-1
alpinizmus,-1
alpinista,-1
már,1
rendben,1
oltárfiú,1
megváltoztathatóság,1
változtatható,1
veszekedés,-1
megváltozott,-1
alternatív,-1
alternatív energia,-1
altissimo,1
magaslati,1
önzetlen,1
altruisztikusan,1
alumínium bronz,1
alumínium-oxid,-1
alveoláris reszorpció,-1
alveolitis,-1
Alzheimer-kór,-1
teljes erővel,-1
összeolvadó,-1
amastia,-1
amatőr,-1
amatőr módon,1
amatőrség,-1
amaurosis,-1
amaurotikus,-1
meghökkent,1
csodálkozva,1
ámulat,1
elképeszt,1
elképesztő,1
elképesztően,1
kertelés,-1
nagykövet,-1
kétkezesség,1
környező,1
kétértelműség,1
kétértelmű,-1
ambíció,1
ambiciózus,1
ambiciózusan,1
becsvágy,1
ambivalencia,-1
ambivalencia,-1
ambivalens,-1
ambiverzió,-1
ambiverzív,-1
ambróziai,1
járkálni,-1
csapda,-1
amd,1
amelia,-1
javítani,1
kezelhető,-1
módosították,1
módosítás,-1
kényelem,1
amenorrhoea,-1
amentiferus,1
irgalmas,-1
amerikai nyerges ló,1
amerikai standard verzió,1
metabolikus,-1
ametabolus,-1
ametiszt,-1
ametria,-1
ametropia,-1
ametropikus,-1
szeretetreméltóság,1
barátságosan,1
kedves,1
barátságos természet,1
baráti,1
barátságosság,-1
barátságosan,1
amicus curiae rövid,-1
amigo,1
aminocsoport,1
aminoaciduria,1
rossz,-1
egyetértés,-1
ammónia,-1
ammónia,-1
ammóniás,-1
ammonizálni,-1
ammónia,-1
amnéziás,-1
magzatvíz,1
amobarbitál,-1
amőb vérhas,-1
amőbiázis,-1
amőboid,-1
amőbos,-1
amoralizmus,1
amoralista,1
amorista,1
amorisztikus,1
érzéki,1
szerelmesen,1
amort,1
erősítő,1
kétlábú,1
amfoter,1
bőséges,1
bőség,-1
amplexikus levél,1
amplitúdó,-1
amplitúdószint,-1
bőségesen,1
ampulla,-1
amputál,-1
amputálás,-1
ámokfutás,1
szórakoztat,1
szórakoztatás,-1
szórakoztató,1
mulatságosan,1
amigdalint,1
amygdaloidális,1
amil,1
amil-nitrát,-1
amiloidózis,-1
amiotrófia,1
amyxia,-1
anabolikus,1
anakronisztikusan,1
anaklisis,1
anaklitikus,1
anaklitikus depresszió,-1
anaerob,-1
anaerob,-1
anaerobiotikus,-1
anaglifa,-1
anagógiai,-1
anális megtartó személyiség,1
analbuminémia,-1
fájdalomcsillapítás,-1
analóg,-1
hasonló,-1
analóg módon,1
analfabetikus,-1
elemző,1
elemző áttekintés,1
elemezte,1
anapesztus,-1
érzéstelenítő,-1
anaphrodisia,-1
nemi vágyat csökkentő,1
anapszid hüllő,-1
anarchikusan,1
anarchizmus,-1
anarchista,-1
anarchisztikus,-1
anarchia,-1
anasarca,-1
anasarcous,-1
anasztigmatikus lencse,1
anastylosis,-1
átok,-1
anatómiailag,1
felboncol,1
anatómia,1
ősi,-1
ancohuma,1
andante,1
androszteron,1
anekdotikus,-1
anekdotikus,1
visszhangtalan,-1
anémia,1
vérszegény,-1
anémiás anoxia,-1
vérszegény hipoxia,-1
anencefális,-1
anergia,1
aneroid,-1
fémbarométer,-1
érzéstelenítés,-1
érzéstelenítő,-1
aneszteziológus,-1
érzéstelenítő,-1
aneuploid,-1
aneuploidia,-1
aneurizma,-1
tekervényes,-1
angyal,1
angyal elesik,1
angyali,1
angyalilag,1
harag,-1
angiitis,-1
angina,-1
angina pectoris,-1
ideges,-1
angiopátia,-1
angioplasztika,-1
szögszárnyú,1
angol,1
angolfil,1
angolfób,1
mérgesen,-1
haragot,-1
mérges,-1
szorongás,-1
kígyó alakú,1
kín,-1
szögsebesség,1
szögletesség,1
szögletes,1
szögelés,1
anhedonia,-1
anikterikus,1
anil,-1
anima,-1
gáncsol,-1
állattenyésztő,-1
állatcsoport,-1
állati láb,-1
állatrend,-1
érzékiség,-1
élénk,1
animáltan,1
ellenségeskedés,-1
anionos vegyület,1
ánizsos süti,-1
ánizs illatú,-1
aniseikonia,1
anisette de bordeaux,1
anisogamete,-1
anizometrópia,1
anizometrópos,1
anizotróp,-1
anizotróp módon,1
ankylosaurus,1
ankylosis,-1
annapurna,1
megsemmisíteni,-1
megsemmisítés,-1
bosszant,-1
bosszúság,-1
bosszúságokat,-1
bosszús,-1
bosszantó,-1
bosszantóan,-1
idegesít,-1
fájdalomcsillapító,1
anomálista,1
rendellenes,-1
rendellenesen,1
rendellenesség,-1
anómia,1
mindjárt,-1
névtelen,-1
névtelenül,-1
anofelint,-1
anopia,-1
anorchizmus,-1
anorexia nervosa,-1
anorexiás,-1
anorexigén,-1
anorgazmia,-1
szagláshiány,-1
anozmikus,-1
anovuláció,-1
anoxémia,-1
anoxémiás,-1
oxigénhiány,-1
anoxikus,-1
anoxikus anoxia,-1
válasz,1
megválaszolható,1
hangya rigó,1
savkötő,-1
ellentét,-1
antagonista,1
ellentétes,1
antagonisztikusan,1
antagonizálni,-1
Antarktisz,-1
vízözön előtti pátriárka,-1
elsőbbség,-1
anterográd,-1
antheridiális,1
lépfene,-1
emberevés,-1
antropozófia,1
anti,-1
anti,-1
Amerika-ellenes,-1
gyulladáscsökkentő gyógyszer,-1
izraeli ellenes,-1
megszállás ellenes,-1
proliferáció ellenes,-1
antiszemiták,-1
antiszociális,-1
felvásárlás elleni védelem,-1
ellenünk,-1
anti fehér,-1
tekintélyellenes,-1
antibakteriális,1
antibiotikus gyógyszer,1
antiklimatikus,1
antidepresszáns gyógyszer,-1
antidiabetikus gyógyszer,-1
ellenméregnek alkalmazott,-1
hányáscsillapító szer,-1
epilepszia elleni gyógyszer,1
antifeminista,-1
antimágneses,-1
malária elleni gyógyszer,1
antimikrobiális,1
antimycin,-1
daganatellenes antibiotikum,1
antinomianizmus,1
antinómia,1
nem párhuzamos,-1
össze nem illő,-1
ellenszenv,-1
gyalogság elleni,-1
gyulladásgátló,-1
antifrázis,-1
antipód,1
antiprotozoális gyógyszer,-1
antipruritikus,1
lázcsillapító,-1
lázcsillapító,1
régies,-1
elavult,-1
antik,-1
antiszemita,-1
antiszemitizmus,-1
fertőtlenítő,1
fertőtlenít,1
antiszérum,1
társadalomellenes,1
páncéltörő,-1
ellentét,1
ellentétes,1
antitetikusan,1
pajzsmirigyellenes,-1
antitoxikus,-1
antitoxin,1
daganatellenes,-1
antivenin,-1
vírusellenes,1
agancsszerű,-1
anuria,-1
anurikus,-1
szorongások,-1
szorongás,-1
pánikroham,-1
szorongásos hisztéria,1
szorongásos neurózis,1
szorongásoldó,1
aggódó,-1
aggodalmasan,-1
szorongás,-1
aorista,-1
aorta plexus,-1
aorta szűkület,-1
aortitis,-1
apadana,1
fásult,-1
apatikusan,1
fásultság,-1
apc,-1
emberszabású majom,-1
hashajtó,-1
csípős virág,1
apgar pontszámot,-1
aphakia,-1
afákiás,-1
beszédzavar,-1
afáziás,-1
aphotikus,-1
afrodizia,1
afrodiziákum,1
csúcsos,1
majomszerű,-1
aplanatikus,1
aplasztikus anémia,-1
Apokalipszis,-1
apokaliptikus,-1
apokromatikus,1
apokrif,1
apodiktikus,1
apodózus,-1
bocsánatkérően,1
hitvédő,-1
bocsánatkérők,-1
bocsánatot kér,-1
bocsánatkérés,-1
apomorfin,-1
apofázia,1
apofátizmus,1
apoplektoid,-1
hitehagyott,-1
aposztróf,-1
apotegmatikus,1
apoteózis,1
apotróp,-1
appal,-1
appalache,1
megdöbbent,-1
megdöbbenve,-1
megdöbbentő,1
megdöbbentően,-1
apanázs,1
látszatosság,1
jelenés,-1
fellebbezés,1
fellebbezhető,1
vonzó,1
vonzóan,1
vakbélgyulladás,-1
appendicularia,1
apperceive,1
apetens,1
étvágy,-1
étvágygerjesztő,-1
étvágygerjesztő,1
étvágygerjesztő,-1
tapsol,1
almarák,1
alma illatú,-1
alma alakú,1
alma méretű,1
almatorta,-1
applecart,-1
alkalmazható,1
alkalmazó,1
kijelölt,1
értékelés,1
észlelhető,1
méltányol,1
"értékelt, megbecsült",1
értékeli,1
felértékelődés,-1
elismerő,-1
elismerően,1
értékelő,1
letartóztatás,-1
aggodalmak,-1
nyugtalan,-1
aggodalmasan,-1
megközelítés,1
megközelíthető,1
jóváhagy,1
jóváhagyás,1
megfelelő,1
megfelelőségét,1
jóváhagyás,1
jóváhagy,1
helyeslően,1
közelítés,1
apraxia,-1
apraxikus,-1
apropó,1
apteral,-1
szárnyatlan,-1
alkalmasság,1
adottság,1
arabeszk,1
arab,1
szántóképesség,1
pókhálószerű,-1
arachnofóbia,1
arame,-1
aranyaka,1
tetszőleges,-1
fás növény,1
árkád,-1
misztikus,1
arcella,-1
boltív,-1
régies,-1
archaizmus,-1
archaisztikus,-1
arkangyal,1
arkangyali,1
érsek,1
érsekség,1
érsekség,1
főhercegi,-1
archean,1
archeozoikus,-1
archiannelid,-1
érseki,1
archilochus colubris,1
archimandrit,1
arctiid lepke,1
lelkes,1
hevesen,1
lelkesedés,1
lelkesedés,1
fáradságos,-1
fáradságosan,1
areflexia,-1
ezüst tartalmú,1
argentin vérzéses láz,-1
arginin,-1
argonauta,-1
vitatható,1
érvelő,1
ariadne,1
arianizmus,1
arisztokratikusan,1
arisztotelészi logika,1
számtanilag,1
arjuna,1
karhossz,-1
Armageddon,-1
fegyveres,-1
fegyveres erők napja,1
arminián,1
arminiánus templom,1
arminianizmus,1
karszerű,-1
páncélozott dinoszaurusz,1
páncél,-1
páncélozott,-1
páncélozott jármű,-1
körül,1
ébredés,1
felkeltette,1
bevádol,-1
sor,1
aritmiás,-1
gőg,-1
arrogáns,-1
arrogánsan,1
arrogátor,-1
arroz con pollo,1
művészeti osztály,1
művészeti papír,1
főút,1
arteriectasis,-1
érelmeszesedés,-1
arteritis,-1
artéria,1
ügyes,1
művészien,1
ügyesség,1
ízületi fájdalom,-1
ízületi gyulladás,-1
arthropathia,1
tagolt,-1
tagolt,-1
mesterséges,-1
művirág,-1
mesterséges lélegeztetés,-1
mesterkéltség,-1
művészeti,1
művészi produkció,1
művészileg,1
művészietlen,1
mesterségtelenség,1
művészet és kézművesség,1
művészies,-1
művészi ravasz,1
ahogy van,-1
mint általában,1
asafoetida,-1
azbesztózis,-1
felmenő,-1
emelkedő,-1
aszkétikusan,1
önsanyargatás,1
ascid ebihal,1
ascoma,1
aszexuális szaporodás,-1
aszexuálisan,1
megszégyenülve,-1
szégyenkezve,-1
ázsiai influenza,-1
félre,-1
ostoba,-1
simán,-1
asininitás,-1
asininitás,1
keresi a bajt,-1
gyanakodva,-1
nem szociális,-1
aszpartám,1
asperger-szindróma,-1
aspergillózis,-1
aspergillus fumigatus,-1
rágalmaz,-1
rágalom,-1
aspirációk,-1
aszférikus,1
fulladás,-1
fulladásos,-1
fulladásos,-1
törekvés,1
aspirációs tüdőgyulladás,-1
törekvéseit,1
törekszik,1
megtámad,-1
támadhatóság,-1
orgyilkos,-1
meggyilkolni,1
támadás,-1
próba,1
assayer,1
egyetértő,1
állítható,1
állította,1
határozottan,1
felmérni,1
értékelhető,1
eszközök,1
asszibilálni,1
asszibiláció,1
asszimilatív,-1
asszimiláló,-1
segít,1
egyetemi adjunktus,-1
segítő,1
társítható,1
asszociálhatóság,1
munkatárs,-1
munkatárs az ápolásban,-1
egyetemi docens,1
társulati,-1
támadás,-1
feltételezni,-1
feltevésszerű,1
biztosíték,1
biztosítékokat,1
biztosítsa,1
biztosított,1
bizonyosan,-1
biztosítva,1
asztázia,-1
sarkítatlan,-1
asteriált,1
asternal,-1
aszténikus,1
asztenoszféra,-1
aszténia,-1
asztmás,-1
asztigmia,-1
asztomatikus,-1
megdöbbent,1
elképedve,1
megdöbbentő,1
elképesztően,1
csodálkozás,-1
megdöbbent,-1
elképedve,1
meghökkentő,1
elképesztően,1
asztrafóbia,1
téves irányban,-1
fanyarság,-1
összehúzó,-1
asztrofizikus,-1
ügyesen,1
astylar,-1
ketté,-1
asura,-1
asvins,1
aszimmetrikus,-1
aszinkron,-1
aszinkron működés,-1
asyndetikus,-1
asyndeton,1
aszinergikus,-1
aszinergia,-1
hibás,-1
első látásra,-1
vitákban,-1
legalábbis,-1
főképp,-1
készenlétben,1
ataraxia,1
ataxiás,-1
ataxiás abasia,-1
ateizmus,1
ateista,-1
atlétikai,1
atlétikai játék,1
athyrium dististentifolium,1
atm,1
légköri jelenség,-1
atonalitás,-1
ellankadt,-1
erőtlenség,-1
atópiás ekcéma,1
atopognózis,-1
pitvari septum defektus,-1
kegyetlen,-1
rémtettek,-1
kegyetlenség,-1
atrófiás,1
sorvadás,-1
csatolni,1
csatolható,1
támadás,-1
támadó,1
támadások,-1
elérhetősége,1
megkísérelte,-1
Figyelem,-1
figyelmes,1
figyelmesen,1
figyelmesség,1
csillapítja,-1
tanúsítani,1
tanúsító,1
pózol,-1
vonz,1
vonzható,1
vonzerő,1
vonzó,1
vonzó kellemetlenség,-1
vonzóan,1
vonzerő,1
tulajdonítható,1
attribúció,1
attributív genitivus eset,-1
attributív módon,1
lekopott,-1
kopás,-1
összeegyeztet,1
au gratin,-1
aranybarna,-1
vakmerő,-1
merészen,1
bátorság,-1
vakmerőség,-1
audenesque,1
hallható,1
hallhatóság,1
hallhatóan,1
hallhatóan,-1
könyvvizsgáló,-1
hallási agnosia,-1
augean,-1
augiász istállója,-1
augeas,-1
aura,-1
hangzásbeli,1
áldásos,1
madárjóslás,1
kedvező,1
szigorú,-1
ausztrál szarka,-1
autarkikus,1
hiteles,1
szerzői nyelv,-1
tekintélyelvű,-1
irányadó,1
hatóság,1
felhatalmazott,-1
autizmus,-1
autista,-1
automatikus korlátozás,1
autópálya,1
autocoid,1
zsarnok,-1
zsarnoki,-1
autokratikusan,1
autoerotikus,1
autofluoreszcencia,-1
öntermékenyítő,1
automatikusan,1
automatizmus,-1
autoizofóbia,-1
autonóm,1
autoszomális domináns rendellenesség,-1
autoszomális recesszív betegség,-1
autotróf organizmus,1
kihasználni,1
elérhető,1
lavina,-1
kapzsiság,-1
kapzsi,-1
mohón,-1
megbosszul,-1
bizonyít,1
átlagosan ki,-1
állítás,1
idegenkedõ,-1
idegenkedés,-1
averziós terápia,1
averzív,-1
mohó,1
mohón,1
avirulens,-1
öreguras,1
ébren,1
felébred,1
díj,1
díjnyertes,1
díjazott,1
díjakat,1
el,-1
félelem,-1
áhítat,1
félelmetes,-1
fantasztikus,1
félelmetesen,1
félelmetesség,1
ámulatba ejtett,1
szörnyű,-1
szörnyen,-1
szörnyűség,-1
szárny,1
kínos,1
ügyetlenül,1
ügyetlenség,-1
macska alakú,1
végtelenül,1
napellenzős,-1
ponyva nélküli,-1
fonák,1
félelmetes,1
fejsze,-1
fejsze nyél,-1
axenikus,-1
tengelyirányban,1
alapigazság,-1
ayrshire,1
azonal,-1
azonic,-1
azote,-1
azygóta,-1
azymia,-1
b limfocita,1
b mezon,-1
babassu dió,-1
gügyög,-1
babel,-1
babaszerű,-1
babinski jel,1
páviános,1
babu,1
baba arccal,1
gyermeteg,-1
bacitracin,1
vissza,-1
hátsó égő,-1
vissza bejelentkezve,-1
hátulról túl,1
biztonsági mentés,1
hátsó fa,-1
őserdő,-1
hátfájás,-1
hátfájások,-1
hátfájás,-1
visszaüt,-1
rágalmaz,-1
visszaszólás,-1
hátgerinc,1
visszamenőleges dátum,1
backfield,-1
háttér tudás,1
háttérrel,-1
hátsó vezetés,-1
hátulról,1
hát nélküli,-1
háttérvilágítás,-1
hátralék,-1
hátrapedál,-1
hátsó ülés,-1
hátsó ülés sofőr,1
visszacsap,-1
visszacsapó,-1
egyélű kard,1
biztonsági mentés,-1
hátrafelé,1
elmaradottság,-1
backwood,-1
őserdő,-1
szalonnahéj,1
szalonna csík,1
baktérium fajok,1
bakteriémia,-1
bakteriolízis,-1
bakteriolitikus,-1
bakteriosztázis,1
bakteriosztatikus,-1
baktérium,1
rossz,-1
rossz vér,-1
rossz tojás,-1
rossz tündér,-1
rossz fiú,-1
rossz ember,-1
jelvény,1
kötődés,-1
rosszul,-1
rosszaság,-1
zavarba ejt,-1
értetlenül,-1
zavarodottság,-1
zavarba ejtő,-1
táska,1
bagassosis,-1
bagatelle,-1
poggyász,-1
óvadék,1
kimenteni,1
óvadékolható,1
csali,-1
pék ekcéma,-1
sütőpor,-1
kiegyensúlyozott,1
kiegyensúlyozott étrend,1
egyensúlyozó,-1
balanitis,-1
balaráma,1
kopasz arcú,1
kopasz pattogatott,-1
kopaszodó,-1
nyíltan,1
baldr,1
bájosan,1
balk,-1
csökönyös,-1
ballaszt,1
